gene_symbol,gene_id,entrez_id,chromosome,strand,number_of_transcripts,median_transcriptome_length,median_genome_length,median_number_of_exons,median_gene_start,median_gene_end
TMEM63B,34651,55362,6,+,1,3175,27880,24,44095376,44123256
TMEM63C,36432,57156,14,+,1,5378,77736,24,77648102,77725838
TMEM64,81742,169200,8,-,2,4738,23910,2,91634223,91658133
TMEM65,81283,157378,8,-,1,4300,61781,7,125323159,125384940
TMEM66,31149,51669,8,-,1,1971,20018,6,29920631,29940649
TMEM67,60008,91147,8,+,3,4628,63275,29,94767072,94830347
TMEM68,79706,137695,8,-,1,2311,34565,6,56651320,56685885
TMEM69,30730,51249,1,+,1,1468,6261,3,46153847,46160108
TMEM70,34257,54968,8,+,3,2096,6641,3,74888377,74895018
TMEM71,79711,137835,8,-,2,2006,50722,10,133722192,133772914
TMEM72,165089,643236,10,+,1,1080,23878,5,45406764,45430642
TMEM74,81315,157753,8,-,1,2085,4424,2,109795346,109799770
TMEM79,58493,84283,1,+,2,2210,8847,4,156253387,156262234
TMEM80,93892,283232,11,+,2,1606,8513,5,695616,704129
TMEM81,123121,388730,1,-,1,1331,1331,1,205052257,205053588
TMEM82,123055,388595,1,+,1,1514,5560,6,16068917,16074477
TMEM85,30715,51234,15,+,1,981,5107,5,34517245,34522352
TMEM86A,80344,144110,11,+,1,3579,5981,3,18720351,18726332
TMEM86B,90240,255043,19,-,1,1748,2630,3,55738002,55740632
TMEM87A,25712,25963,15,-,2,2348,39324,14,42526431,42565755
TMEM87B,59100,84910,2,+,1,5193,64095,19,112812800,112876895
TMEM88,60145,92162,17,+,1,872,1033,2,7758384,7759417
TMEM88B,165078,643965,1,+,1,490,1659,2,1361508,1363167
TMEM89,134083,440955,3,-,1,478,914,2,48658275,48659189
TMEM8A,37549,58986,16,-,1,3643,11174,13,420776,431950
TMEM8B,31234,51754,9,+,3,3427,25331,13,35829229,35854844
TMEM8C,123598,389827,9,-,1,813,10360,5,136379708,136390068
TMEM9,89964,252839,1,-,1,1533,19732,6,201103900,201123632
TMEM90A,152440,646658,14,-,1,2603,20209,4,74872596,74892805
TMEM90B,NA,NA,20,+,1,2433,197332,4,24449835,24647167
TMEM91,169768,641649,19,+,6,922,7549,4,41882438,41889987
TMEM92,81542,162461,17,+,2,2744,8568,6,48350278,48358846
TMEM93,57704,83460,17,+,2,730,872,2,3572090,3572962
TMEM95,109625,339168,17,+,1,1162,2041,7,7258497,7260538
TMEM97,27091,27346,17,+,1,2565,9590,3,26646121,26655711
TMEM98,25771,26022,17,+,2,1750,13739,8,31254928,31268667
TMEM99,80594,147184,17,+,3,2062,17152,3,38975374,38992526
TMEM9B,35953,56674,11,-,1,1748,17149,5,8968840,8985989
TMF1,7067,7110,3,-,1,6862,32506,17,69068978,69101484
TMIE,92013,259236,3,+,1,1857,9590,4,46742823,46752413
TMIGD1,122943,388364,17,-,1,1194,17699,7,28643366,28661065
TMIGD2,79122,126259,19,-,2,1255,10203,5,4292225,4302428
TMLHE,34506,55217,X,-,2,2638,122188,8,154720434,154842622
TMOD1,7068,7111,9,+,2,3290,100334,10,100263692,100364025
TMOD2,29502,29767,15,+,2,9120,64800,10,52043758,52108558
TMOD3,29501,29766,15,+,1,4656,82506,10,52121825,52204331
TMOD4,29500,29765,1,-,1,1312,6084,10,151142463,151148547
TMPO,7069,7112,12,+,3,3848,34806,6,98909351,98944157
TMPPE,152543,643853,3,-,2,3712,6385,2,33131908,33138293
TMPRSS11A,109771,339967,4,-,2,2414,53213,10,68776019,68829232
TMPRSS11B,79530,132724,4,-,1,2635,19041,10,69092371,69111412
TMPRSS11BNL,NA,NA,4,-,1,3198,29556,4,69054242,69083798
TMPRSS11D,9271,9407,4,-,1,2773,63122,10,68686594,68749716
TMPRSS11E,NA,NA,4,+,1,2126,50155,10,69313167,69363322
TMPRSS11F,123339,389208,4,-,1,2067,76671,10,68918916,68995587
TMPRSS12,93970,283471,12,+,1,1456,44962,5,51236701,51281663
TMPRSS13,58216,84000,11,-,1,3378,28755,13,117771360,117800115
TMPRSS15,NA,NA,21,-,1,3919,134537,25,19641433,19775970
TMPRSS2,7070,7113,21,-,2,3209,43560,14,42836478,42880038
TMPRSS3,41274,64699,21,-,3,2124,17257,10,43791996,43816200
TMPRSS4,35928,56649,11,+,4,3510,42829,13,117947727,117990556
TMPRSS5,56686,80975,11,-,1,2197,18800,13,113558268,113577068
TMPRSS6,81642,164656,22,-,1,3173,38214,18,37461479,37499693
TMPRSS7,110140,344805,3,+,2,2549,41651,16,111758465,111800116
TMPRSS9,111237,360200,19,+,1,3163,36302,17,2389784,2426086
TMSB10,9044,9168,2,+,1,479,1036,3,85132763,85133799
TMSB15A,10855,11013,X,-,1,663,3089,3,101768610,101771699
TMSB15B,94904,286527,X,+,1,663,3363,3,103217200,103220563
TMSB4X,7071,7114,X,+,1,626,2120,3,12993226,12995346
TMSB4Y,8964,9087,Y,+,1,1665,2455,2,15815447,15817902
TMSL3,NA,NA,4,-,2,627,1374,2,52376434,52377808
TMTC1,58091,83857,12,-,2,8768,283472,18,29653746,29937218
TMTC2,81467,160335,12,+,1,4830,447133,12,83080934,83528067
TMTC3,81471,160418,12,+,1,7189,57591,14,88536073,88593664
TMTC4,59089,84899,13,-,2,3630,71013,18,101256090,101327103
TMUB1,57832,83590,7,-,2,1564,2344,3,150778172,150780516
TMUB2,54928,79089,17,+,3,1986,4745,3,42264354,42269099
TMX1,57248,81542,14,+,1,4095,17486,8,51706886,51724372
TMX2,30557,51075,11,+,4,1650,28450,8,57479995,57508445
TMX2-CTNND1,157124281,100528016,11,+,1,6230,106657,21,57479995,57586652
TMX3,33786,54495,18,-,1,4729,41428,16,66340925,66382353
TMX4,35535,56255,20,-,1,2357,38677,8,7961716,8000393
TNC,3351,3371,9,-,1,7571,97681,28,117782805,117880486
TNF,7081,7124,6,+,1,1665,2762,4,31543350,31546112
TNFAIP1,7083,7126,17,+,1,3802,11487,7,26662548,26674035
TNFAIP2,7084,7127,14,+,1,4164,11112,11,103592664,103603776
TNFAIP3,7085,7128,6,+,1,4423,15868,9,138188581,138204449
TNFAIP6,7087,7130,2,+,1,1418,22456,6,152214106,152236562
TNFAIP8,25565,25816,5,+,2,1985,82287,2,118648007,118730294
TNFAIP8L1,79125,126282,19,+,2,3829,15802,2,4639778,4655580
TNFAIP8L2,55429,79626,1,+,1,1176,3120,2,151129105,151132225
TNFAIP8L3,122836,388121,15,-,1,2255,48674,3,51348799,51397473
TNFRSF10A,8720,8797,8,-,1,1740,33710,10,23048970,23082680
TNFRSF10B,8718,8795,8,-,3,4055,49052,9,22877648,22926700
TNFRSF10C,8717,8794,8,+,1,1489,14623,5,22960327,22974950
TNFRSF10D,8716,8793,8,-,1,3523,28436,9,22993104,23021540
TNFRSF11A,8715,8792,18,+,1,3116,60956,10,59992548,60053504
TNFRSF11B,4950,4982,8,-,1,2341,28587,5,119935796,119964383
TNFRSF12A,30811,51330,16,+,1,1028,2070,4,3070313,3072383
TNFRSF13B,23250,23495,17,-,1,1353,33004,5,16842398,16875402
TNFRSF13C,77689,115650,22,-,1,931,1785,3,42321036,42322821
TNFRSF14,8691,8764,1,+,1,1698,7462,8,2487805,2495267
TNFRSF17,605,608,16,+,1,991,2961,3,12058964,12061925
TNFRSF18,8707,8784,1,-,3,1174,3201,5,1138888,1142089
TNFRSF19,34793,55504,13,+,2,2866,97641,10,24149181,24246822
TNFRSF1A,7089,7132,12,-,1,2216,13360,10,6437923,6451283
TNFRSF1B,7090,7133,1,+,1,3665,42217,10,12227060,12269277
TNFRSF21,26987,27242,6,-,1,3628,78412,6,47199268,47277680
TNFRSF25,8647,8718,1,-,6,1490,5041,9,6521214,6526255
TNFRSF4,7250,7293,1,-,1,1097,2842,7,1146706,1149548
TNFRSF6B,8696,8771,20,+,2,1284,2880,5,62327154,62330035
TNFRSF8,938,943,1,+,2,3014,49568,10,12154696,12204264
TNFRSF9,3579,3604,1,-,1,5984,27294,9,7975931,8003225
TNFSF10,8672,8743,3,-,4,1854,17999,4,172223298,172241297
TNFSF11,8534,8600,13,+,2,2272,39568,6,43142582,43182149
TNFSF12,8671,8742,17,+,2,1498,8832,8,7452375,7461207
TNFSF12-TNFSF13,128239,407977,17,+,1,1853,12550,11,7452375,7464925
TNFSF13,8670,8741,17,+,6,2188,3316,6,7461609,7464925
TNFSF13B,10526,10673,13,+,2,1170,37388,6,108921977,108959365
TNFSF14,8669,8740,19,-,2,2835,7451,5,6663148,6670599
TNFSF15,9822,9966,9,-,1,1989,16797,4,117551611,117568408
TNFSF18,8887,8995,1,-,1,745,9743,3,173010360,173020103
TNFSF4,7249,7292,1,-,1,3490,23601,3,173152870,173176471
TNFSF8,939,944,9,-,1,1975,27646,4,117665124,117692770
TNFSF9,8673,8744,19,+,1,1662,4929,3,6531010,6535939
TNIK,22798,23043,3,-,9,5609,397905,31,170780292,171178197
TNIP1,10172,10318,5,-,1,3250,51491,18,150409506,150460997
TNIP2,54994,79155,4,-,2,1825,14540,6,2743387,2757928
TNIP3,55733,79931,4,-,2,2400,59002,12,122052564,122111566
TNK1,8641,8711,17,+,1,2822,8727,13,7284365,7293092
TNK2,10042,10188,3,-,2,4334,38920,15,195590236,195629156
TNKS,8589,8658,8,+,1,9572,226411,27,9413445,9639856
TNKS1BP1,59611,85456,11,-,1,5808,25310,12,57067103,57092413
TNKS2,56152,80351,10,+,1,6247,67081,27,93558151,93625232
TNMD,40735,64102,X,+,1,1341,15092,7,99839790,99854882
TNN,40566,63923,1,+,1,4989,80208,19,175036994,175117202
TNNC1,7091,7134,3,-,1,690,2950,6,52485107,52488057
TNNC2,7082,7125,20,-,1,675,4098,6,44451855,44455953
TNNI1,7092,7135,1,-,1,6135,17979,8,201372895,201390874
TNNI2,7093,7136,11,+,3,724,2191,7,1860719,1862910
TNNI3,7094,7137,19,-,1,834,5964,7,55663136,55669100
TNNI3K,30568,51086,1,+,1,2998,309045,25,74701071,75010116
TNNT1,7095,7138,19,-,3,986,16445,14,55644161,55660606
TNNT2,7096,7139,1,-,4,1112,18663,16,201328142,201346805
TNNT3,7097,7140,11,+,4,1172,19137,16,1940799,1959936
TNP1,7098,7141,2,-,1,399,600,2,217724182,217724782
TNP2,7099,7142,16,-,1,595,1446,2,11361714,11363160
TNPO1,3817,3842,5,+,2,8528,82041,25,72128174,72210215
TNPO2,29733,30000,19,-,3,4924,23454,25,12810008,12833462
TNPO3,23289,23534,7,-,3,4389,100993,23,128594234,128695227
TNR,7100,7143,1,-,1,5167,420817,23,175291935,175712752
TNRC18,NA,NA,7,-,1,10540,116754,30,5346423,5463177
TNRC6A,27072,27327,16,+,1,8397,96498,25,24741049,24837547
TNRC6B,22867,23112,22,+,3,17929,157883,23,40573929,40731812
TNRC6C,36963,57690,17,+,2,9696,104598,22,76000318,76104916
TNS1,7102,7145,2,-,1,10243,144284,33,218664512,218808796
TNS3,41334,64759,7,-,1,7587,306990,31,47314752,47621742
TNS4,59141,84951,17,-,1,4059,25774,13,38632080,38657854
TNXA,7103,7146,6,-,1,2770,4603,13,31976197,31980800
TNXB,7105,7148,6,-,3,3112,4973,13,32008932,32013905
TOB1,9995,10140,17,-,1,1826,1826,1,48939587,48941413
TOB2,10608,10766,22,-,1,4563,13535,2,41829492,41843027
TOE1,76890,114034,1,+,1,2384,4308,8,45805342,45809650
TOLLIP,33763,54472,11,-,1,3654,35294,6,1295598,1330892
TOM1,9898,10043,22,+,6,2350,48190,15,35695797,35743987
TOM1L1,9895,10040,17,+,1,2324,61276,16,52978052,53039328
TOM1L2,80540,146691,17,-,2,5718,128962,14,17746822,17875784
TOMM20,9660,9804,1,-,1,3380,19598,5,235272658,235292256
TOMM20L,122802,387990,14,+,1,605,12775,5,58862644,58875419
TOMM22,36272,56993,22,+,1,1375,2812,4,39077954,39080766
TOMM34,10795,10953,20,-,1,2042,18343,7,43570771,43589114
TOMM40,10305,10452,19,+,3,1700,12469,10,45394477,45406946
TOMM40L,58345,84134,1,+,1,2668,4574,10,161195833,161200407
TOMM5,125661,401505,9,-,3,846,4224,2,37588412,37592636
TOMM6,1000798,100188893,6,+,1,851,2453,3,41755181,41757634
TOMM7,33834,54543,7,-,1,725,10169,3,22852252,22862421
TOMM70A,9724,9868,3,-,1,4348,37918,12,100082307,100120225
TONSL,NA,NA,8,-,1,4489,15649,26,145654163,145669812
TOP1,7107,7150,20,+,1,3712,95664,21,39657462,39753126
TOP1MT,77778,116447,8,-,1,1894,25522,14,144391528,144417050
TOP1P1,7108,7151,1,+,1,2428,2428,1,171308035,171310463
TOP1P2,7109,7152,22,+,1,1518,1518,1,25160468,25161986
TOP2A,7110,7153,17,-,1,5718,29429,35,38544773,38574202
TOP2B,7112,7155,3,-,1,5153,66313,36,25639475,25705788
TOP3A,7113,7156,17,-,1,4097,41086,19,18177235,18218321
TOP3B,8861,8940,22,-,1,3089,25744,18,22311403,22337147
TOPBP1,10915,11073,3,-,1,5318,61288,28,133319449,133380737
TOPORS,10064,10210,9,-,2,4073,12084,2,32540542,32552626
TOR1A,1849,1861,9,-,1,2101,11220,5,132575221,132586441
TOR1AIP1,25841,26092,1,+,1,3797,37791,10,179851420,179889211
TOR1AIP2,81602,163590,1,-,3,7906,37839,6,179809102,179846941
TOR1B,27093,27348,9,+,1,2764,8128,5,132565432,132573560
TOR2A,27177,27433,9,-,4,1884,3801,4,130493803,130497604
TOR3A,40855,64222,1,+,1,2116,14017,6,179051112,179065129
TOX,9616,9760,8,-,1,4122,313790,9,59717977,60031767
TOX2,NA,NA,20,+,4,2444,153472,9,42544782,42698254
TOX3,27069,27324,16,-,2,3114,109342,8,52471918,52581260
TOX4,9734,9878,14,+,1,4515,21984,9,21945335,21967319
TP53,7114,7157,17,-,7,2572,19143,11,7571720,7590863
TP53AIP1,40607,63970,11,-,3,1244,8024,4,128805270,128813294
TP53BP1,7115,7158,15,-,3,6188,85942,28,43699412,43785354
TP53BP2,7116,7159,1,-,2,4704,66079,18,223967595,224033674
TP53I11,9396,9537,11,-,2,3576,18709,8,44953899,44972608
TP53I13,59881,90313,17,+,1,1446,4436,7,27895739,27900175
TP53I3,9399,9540,2,-,2,1433,7386,6,24300306,24307692
TP53INP1,60873,94241,8,-,2,5628,23415,4,95938200,95961615
TP53INP2,37290,58476,20,+,1,4119,9089,5,33292148,33301237
TP53RK,76618,112858,20,-,1,3371,5272,2,45313004,45318276
TP53TG1,11096,11257,7,-,1,706,20144,3,86954664,86974808
TP53TG3,23901,24150,16,-,3,2032,3204,2,33204980,33208179
TP53TG3B,168698,729355,16,-,3,2864,4036,2,33204156,33208187
TP53TG5,27041,27296,20,-,1,976,4437,5,44002520,44006957
TP63,8557,8626,3,+,6,4620,178844,12,189428332,189615068
TP73,7118,7161,1,+,4,2764,43231,12,3607236,3650467
TPBG,7119,7162,6,+,2,3133,3691,2,83073442,83077133
TPCN1,32853,53373,12,+,2,5274,77129,28,113659260,113736389
TPCN2,85589,219931,11,+,1,5001,41722,25,68816350,68858072
TPD52,7120,7163,8,-,3,4020,136731,6,80947105,81083836
TPD52L1,7121,7164,6,+,4,1333,109765,6,125474879,125584644
TPD52L2,7122,7165,20,+,6,2339,26300,8,62496590,62522890
TPD52L3,59811,89882,9,+,3,1537,2569,2,6328349,6330918
TPH1,7123,7166,11,-,1,1805,20251,10,18042084,18062335
TPH2,78832,121278,12,+,1,2349,93595,11,72332626,72426221
TPI1,7124,7167,12,+,3,1453,3417,7,6976693,6980110
TPI1P2,94757,286016,7,+,1,2016,2016,1,128695277,128697293
TPI1P3,170050,728402,6,+,1,1213,1213,1,116359894,116361107
TPK1,26755,27010,7,-,2,2357,384112,8,144149034,144533146
TPM1,7125,7168,15,+,7,1779,29275,9,63334838,63364113
TPM2,7126,7169,9,-,2,1246,7596,9,35682456,35690053
TPM3,7127,7170,1,-,5,4531,27945,8,154127780,154155725
TPM4,7128,7171,19,+,2,2629,31087,8,16182726,16213813
TPMT,7129,7172,6,-,1,3238,26829,9,18128545,18155374
TPO,7130,7173,2,+,4,2934,128792,16,1417706,1546499
TPP1,1191,1200,11,-,1,3520,6695,13,6633997,6640692
TPP2,7131,7174,13,+,1,4681,82237,29,103249286,103331523
TPPP,10918,11076,5,-,1,6018,33533,4,659977,693510
TPPP2,78907,122664,14,+,1,793,1987,4,21498345,21500332
TPPP3,31153,51673,16,-,2,1082,3709,4,67423712,67427421
TPR,7132,7175,1,-,1,9655,63671,51,186280786,186344457
TPRA1,NA,NA,3,-,3,1821,17581,10,127291912,127309496
TPRG1,94561,285386,3,+,1,3651,151508,6,188889763,189041271
TPRG1L,79207,127262,1,+,1,2422,5138,5,3541556,3546694
TPRKB,30485,51002,2,-,1,747,7560,5,73956957,73964517
TPRN,NA,NA,9,-,1,2627,9094,4,140086069,140095163
TPRX1,94267,284355,19,-,1,1837,2361,2,48304500,48306861
TPRXL,110409,348825,3,+,1,2257,128674,3,13978807,14107481
TPSAB1,7134,7177,16,+,1,1188,1877,6,1290678,1292555
TPSB2,41097,64499,16,-,1,1160,1849,6,1278336,1280185
TPSD1,23185,23430,16,+,1,850,2221,5,1306273,1308494
TPSG1,25572,25823,16,-,1,1099,3603,6,1271651,1275254
TPST1,8399,8460,7,+,1,2045,155179,6,65670259,65825438
TPST2,8398,8459,22,-,2,1941,52016,7,26921714,26973730
TPT1,7135,7178,13,-,1,823,3993,6,45911304,45915297
TPTE,7136,7179,21,-,3,2109,84177,23,10906743,10990920
TPTE2,60286,93492,13,-,3,1803,113884,19,19997019,20110903
TPTE2P1,165320,646405,13,-,1,6472,39714,5,25502893,25542607
TPTE2P2,158719,644623,13,-,1,70638,70638,1,52793481,52864119
TPTE2P3,85627,220115,13,+,1,2589,98097,24,53063128,53161225
TPX2,22729,22974,20,+,1,3644,62699,18,30326904,30389603
TRA2A,29631,29896,7,-,1,1831,27255,8,23544401,23571656
TRA2B,6398,6434,3,-,1,4279,23566,9,185632358,185655924
TRABD,56106,80305,22,+,1,2305,13667,10,50624360,50638027
TRADD,8646,8717,16,-,1,1477,5723,5,67188089,67193812
TRAF1,7142,7185,9,-,3,4294,24502,8,123664671,123689173
TRAF2,7143,7186,9,+,1,2266,40102,11,139780965,139821067
TRAF3,7144,7187,14,+,4,7658,134021,11,103243816,103377837
TRAF3IP1,25895,26146,2,+,2,4061,80356,16,239229185,239309541
TRAF3IP2,10600,10758,6,-,5,2655,47331,9,111880143,111927474
TRAF3IP3,56143,80342,1,+,1,2234,26274,17,209929394,209955668
TRAF4,9474,9618,17,+,1,2895,6953,7,27071023,27077976
TRAF5,7145,7188,1,+,3,3965,48138,11,211500148,211548286
TRAF6,7146,7189,11,-,2,2520,21099,8,36510723,36531822
TRAF7,58441,84231,16,+,1,3646,22331,21,2205799,2228130
TRAFD1,10748,10906,12,+,2,2902,28059,12,112563349,112591408
TRAIP,10147,10293,3,-,1,2009,27964,15,49866028,49893992
TRAK1,22662,22906,3,+,2,4851,93485,14,42167204,42260688
TRAK2,41851,66008,2,-,1,6511,74389,16,202241930,202316319
TRAM1,23226,23471,8,-,1,3088,35241,11,71485453,71520694
TRAM1L1,79545,133022,4,-,1,2026,2026,1,118004710,118006736
TRAM2,9553,9697,6,-,1,7046,79662,11,52362200,52441862
TRANK1,NA,NA,3,-,1,10461,118240,23,36868308,36986548
TRAP1,9986,10131,16,-,1,2278,59560,18,3708038,3767598
TRAPPC1,37299,58485,17,-,4,750,1629,4,7833663,7835292
TRAPPC10,7066,7109,21,+,1,6946,94226,23,45432206,45526432
TRAPPC2,6363,6399,X,-,3,2848,22393,6,13730361,13752754
TRAPPC2L,31173,51693,16,+,1,624,4014,5,88923506,88927520
TRAPPC2P1,10450,10597,19,+,1,730,1842,2,57874879,57876721
TRAPPC3,26840,27095,1,-,1,1257,12894,5,36602173,36615067
TRAPPC4,30880,51399,11,+,1,1196,5144,5,118889241,118894385
TRAPPC5,79095,126003,19,+,3,768,1987,2,7745761,7747748
TRAPPC6A,54929,79090,19,-,1,789,15299,6,45666186,45681485
TRAPPC6B,78897,122553,14,-,2,3304,22619,6,39617015,39639634
TRAPPC8,NA,NA,18,-,1,6225,113955,29,29409136,29523091
TRAPPC9,57938,83696,8,-,2,4364,725684,23,140742586,141468270
TRAT1,30336,50852,3,+,1,1689,32083,6,108541631,108573714
TRDMT1,1775,1787,10,-,1,7659,59088,11,17184982,17244070
TRDN,10198,10345,6,-,1,4434,420459,41,123537483,123957942
TREH,11021,11181,11,-,1,1838,21439,15,118528942,118550381
TREM1,33502,54210,6,-,1,916,10745,4,41243712,41254457
TREM2,33501,54209,6,-,1,1046,4676,5,41126246,41130922
TREML1,109817,340205,6,-,1,974,4728,6,41117342,41122070
TREML2,55668,79865,6,-,1,3753,11373,5,41157552,41168925
TREML2P1,NA,NA,6,+,1,212,212,1,41217115,41217327
TREML3,109818,340206,6,-,1,1132,9393,5,41176292,41185685
TREML4,94707,285852,6,+,1,2064,10058,6,41196062,41206120
TRERF1,35098,55809,6,-,1,7562,227114,18,42192669,42419783
TREX1,11116,11277,3,+,2,1654,1815,2,48507229,48509044
TREX2,11059,11219,X,-,1,1253,1767,2,152710178,152711945
TRH,7157,7200,3,+,1,2004,3662,3,129693114,129696776
TRHDE,29686,29953,12,+,1,5533,392893,19,72666529,73059422
TRHR,7158,7201,8,+,1,1389,32136,2,110099676,110131812
TRIAP1,30979,51499,12,-,1,1180,2451,2,120881764,120884215
TRIB1,10075,10221,8,+,1,3629,8081,3,126442563,126450644
TRIB2,28687,28951,2,+,2,3620,25860,3,12856998,12882858
TRIB3,37033,57761,20,+,1,2448,16895,4,361308,378203
TRIL,9721,9865,7,-,1,5055,5055,1,28992974,28998029
TRIM10,9962,10107,6,-,2,3268,8988,8,30119723,30128711
TRIM11,57261,81559,1,-,1,2685,13140,6,228581377,228594517
TRIM13,10060,10206,13,+,4,6894,21460,3,50571143,50592603
TRIM14,9686,9830,9,-,3,1769,34843,7,100846637,100881480
TRIM15,59799,89870,6,+,1,2217,9490,7,30130983,30140473
TRIM16,10479,10626,17,-,1,2892,54913,9,15531280,15586193
TRIM16L,80590,147166,17,+,1,1977,14029,5,18625402,18639431
TRIM17,30609,51127,1,-,3,2042,8947,7,228595636,228604583
TRIM2,23076,23321,4,+,2,6762,160540,12,154099934,154260474
TRIM21,6697,6737,11,-,1,1922,8799,7,4406127,4414926
TRIM22,10199,10346,11,+,2,3077,21276,8,5710817,5732093
TRIM23,370,373,5,-,3,2402,34680,13,64885507,64920187
TRIM24,8728,8805,7,+,2,3934,125253,19,138145079,138270332
TRIM25,7662,7706,17,-,1,5735,26139,9,54965270,54991409
TRIM26,7682,7726,6,-,1,3478,28921,10,30152232,30181153
TRIM27,5955,5987,6,-,1,2961,20989,8,28870779,28891768
TRIM28,10010,10155,19,+,1,2942,6246,17,59055836,59062082
TRIM29,23403,23650,11,-,1,3010,26869,9,119981994,120008863
TRIM3,10465,10612,11,-,2,2942,25362,12,6469843,6495205
TRIM31,10916,11074,6,-,1,2018,10193,9,30070674,30080867
TRIM32,22709,22954,9,+,2,3716,13998,2,119449581,119463579
TRIM33,31072,51592,1,-,2,8294,118382,20,114935399,115053781
TRIM34,33145,53840,11,+,3,2302,19418,8,5646207,5665625
TRIM35,22842,23087,8,-,1,4221,26430,6,27142404,27168834
TRIM36,34810,55521,5,-,3,904,9444,2,114506799,114516243
TRIM37,4565,4591,17,-,2,4042,116486,24,57067780,57184266
TRIM38,10328,10475,6,+,1,3262,22281,8,25963071,25985352
TRIM39,35937,56658,6,+,2,3442,16692,8,30294814,30311506
TRIM39-RPP21,1012216,202658,6,+,1,1557,17547,10,30297088,30314635
TRIM4,59686,89122,7,-,2,3412,29193,6,99488030,99517223
TRIM40,79645,135644,6,+,1,1912,12002,5,30104510,30116512
TRIM41,59987,90933,5,+,2,3143,12502,7,180650306,180662808
TRIM42,95054,287015,3,+,1,2549,23126,5,140396866,140419992
TRIM43,79395,129868,2,+,1,1618,7703,7,96257766,96265469
TRIM43B,167912,653192,2,-,1,1661,7764,7,96142715,96150479
TRIM44,34054,54765,11,+,1,4332,146577,5,35684353,35830930
TRIM45,56064,80263,1,-,2,3548,10734,6,117653677,117664411
TRIM46,55929,80128,1,+,1,3132,11085,10,155146360,155157445
TRIM47,60003,91107,17,-,1,2257,4411,6,73870245,73874656
TRIM48,54936,79097,11,+,1,1439,8937,6,55029658,55038595
TRIM49,36371,57093,11,-,1,2155,10920,8,89530823,89541743
TRIM49L1,168744,729384,11,-,2,1642,8997,7,89650906,89659902
TRIM49L2,NA,NA,11,+,1,2155,10919,8,89764274,89775193
TRIM5,59533,85363,11,-,3,3391,21914,8,5684425,5706339
TRIM50,79651,135892,7,-,1,2040,15550,7,72726535,72742085
TRIM52,59041,84851,5,-,1,2226,4733,2,180683386,180688119
TRIM53,168212,642569,11,+,2,1722,8969,7,89650937,89659906
TRIM54,36435,57159,2,+,2,1988,25010,10,27505297,27530307
TRIM55,58873,84675,8,+,4,2610,48440,10,67039278,67087718
TRIM56,57524,81844,7,+,1,3524,5103,3,100728786,100733889
TRIM58,25642,25893,1,+,1,5150,22937,6,248020501,248043438
TRIM59,94932,286827,3,-,1,3873,14335,3,160153291,160167626
TRIM6,78672,117854,11,+,4,3078,16323,8,5617865,5634188
TRIM6-TRIM34,135965,445372,11,+,1,3464,47760,14,5617865,5665625
TRIM60,81681,166655,4,+,1,1839,9745,3,165953151,165962896
TRIM61,124356,391712,4,-,1,1575,23220,5,165875598,165898818
